"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/13/2017","Sugar Pine Bakery","SUGAR PINE BAKERY SOUTH LAKE TACA           03/11","9.50","debit","Restaurants","TOTAL CHECKING","",""
"3/13/2017","Safeway","SAFEWAY STORE     2878 MILLBRAECA   245483  03/11","21.12","debit","Groceries","TOTAL CHECKING","",""
"3/11/2017","Shell","Shell Oil","42.13","debit","Gas & Fuel","Venture","",""
"3/10/2017","Crepeville","CREPEVILLE - DAVIS DAVIS CA03/09","10.80","debit","Restaurants","Day to Day","",""
"3/10/2017","Premier Tax Free","Premier Tax Free","27.53","credit","Taxes","Venture","",""
"3/09/2017","Google Payroll Ppd","GOOGLE INC       PAYROLLPPD ID: J770493581","750.00","credit","Paycheck","TOTAL CHECKING","",""
"3/08/2017","Berkeley Bowl M","BERKELEY BOWL M BERKELEY CA03/08","10.42","debit","Groceries","Day to Day","",""
"3/08/2017","Kemper Insurance","KEMPER INSURANCE 877-252-7878 FL03/07","849.26","debit","Financial","TOTAL CHECKING","",""
"3/07/2017","PayPal","PAYPAL           ECHECK     QUMBERJAFRI     WEB ID: PAYPALEC88","350.00","debit","Shopping","Day to Day","",""
"3/07/2017","Polaris Cafe","SQ *POLARIS CAFE Emeryville CA03/06","9.00","debit","Restaurants","Day to Day","",""
"3/07/2017","Check 209","CHECK 209","25.00","debit","Gift","Day to Day","",""
"3/07/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  529145  03/07","4.78","debit","Groceries","TOTAL CHECKING","",""
"3/06/2017","Berkeley Bowl M","BERKELEY BOWL M BERKELEY CA03/06 Purchase $56.87 Cash Back","96.87","debit","Groceries","Day to Day","",""
"3/06/2017","Cafe Primrose","CAFE ON PRIMROSE BURLINGAME CA03/05","38.00","debit","Restaurants","TOTAL CHECKING","",""
"3/06/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  547924  03/05","14.74","debit","Groceries","TOTAL CHECKING","",""
"3/06/2017","Trader Joe's","TRADER JOE'S # 170 MILLBRAE CA248703  03/05","6.05","debit","Groceries","TOTAL CHECKING","",""
"3/06/2017","Target","Target","47.51","debit","Shopping","Venture","",""
"3/06/2017","Best Coast Burritos","Best Coast Burritos","8.14","debit","Restaurants","Venture","",""
"3/06/2017","Chevron","Chevron","49.14","debit","Gas & Fuel","Venture","",""
"3/04/2017","Panera Bread","Panera Bread","10.85","debit","Fast Food","Venture","",""
"3/03/2017","Berkeley Ironworks","BERKELEY IRONWORKS BERKELEY CA03/01","79.00","debit","Amusement","Day to Day","",""
"3/02/2017","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","43.22","debit","Credit Card Payment","Day to Day","",""
"3/02/2017","Comcast","COMCAST CALIFORN CS 1 800-266-2278 CA        03/02","113.43","debit","Television","TOTAL CHECKING","",""
"3/02/2017","Check 101","CHECK 110","2295.00","debit","Mortgage & Rent","TOTAL CHECKING","",""
"3/01/2017","Transfer from Day to Day","AUTOMATIC PAYMENT - THANK","43.22","credit","Credit Card Payment","CREDIT CARD","",""
"3/01/2017","Black Diamond Cafe LLC","BLACK DIAMOND CAFE EMERYVILLE CA02/27","3.69","debit","Restaurants","Day to Day","",""
"3/01/2017","Fremont Cycle Salvage","FREMONT CYCLE SALVAGE FREMONT CA02/11","32.75","debit","Service & Parts","Day to Day","",""
"3/01/2017","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","500.00","debit","Transfer","Day to Day","",""
"3/01/2017","Berkeley Bowl M","BERKELEY BOWL M BERKELEY CA03/01","12.27","debit","Groceries","Day to Day","",""
"3/01/2017","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"2/28/2017","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1110.71","credit","Paycheck","Day to Day","",""
"2/28/2017","CA State Tax","FRANCHISE TAX BD CASTTAXRFDPPD ID: 9282532045","478.00","credit","State Tax","Day to Day","",""
"2/28/2017","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"2/28/2017","Pacific Gas & Electric","PGANDE           WEB ONLINE 67963012022717  WEB ID: 5940742640","25.63","debit","Utilities","TOTAL CHECKING","",""
"2/28/2017","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","750.00","credit","Paycheck","TOTAL CHECKING","",""
"2/28/2017","Aut O Loan","Online Payment 6041873954 To Auto Loan 4306","232.07","debit","Auto Payment","TOTAL CHECKING","",""
"2/27/2017","Z Deli Market","Z  DELI MARKET PLA TRUCKEE CA02/26","12.30","debit","Groceries","Day to Day","",""
"2/27/2017","Berkeley Bowl M","BERKELEY BOWL M BERKELEY CA02/27","22.73","debit","Groceries","Day to Day","",""
"2/27/2017","Wazwan","WAZWAN EMERYVILLE CA02/24","9.03","debit","Restaurants","Day to Day","",""
"2/27/2017","Capital One Crcardpmt","CAPITAL ONE      CRCARDPMT  705530189061603 WEB ID: 9541719018","3365.63","debit","Credit Card Payment","Day to Day","",""
"2/27/2017","Venmo","VENMO            PAYMENT    430513317       WEB ID: 3264681992","193.00","debit","Transfer","Day to Day","",""
"2/27/2017","Safeway","SAFEWAY STORE     2878 MILLBRAECA   213591  02/27","16.83","debit","Groceries","TOTAL CHECKING","",""
"2/27/2017","Chevron","Chevron","42.03","debit","Gas & Fuel","Venture","",""
"2/27/2017","Northstar Tahoe Lift","NORTHSTAR@TAHOE LIFT T","119.00","debit","Sports","Venture","",""
"2/24/2017","Fastrak","FASTRAK CSC 415-486-8655 CA02/22","110.00","debit","Auto & Transport","Day to Day","",""
"2/24/2017","Capital One Autopay","CAPITAL ONE AUTOPAY PYMT AuthDate 29-J AN","3365.63","credit","Credit Card Payment","Venture","",""
"2/23/2017","AES","AES              STDNT LOAN 3660282613PA    WEB ID: E231693362","400.00","debit","Student Loan","Day to Day","",""
"2/23/2017","Kobani","KOBANI BERKELEY CA02/23","8.67","debit","Restaurants","Day to Day","",""
"2/23/2017","Google Payroll Ppd","GOOGLE INC       PAYROLLPPD ID: J770493581","71.91","credit","Paycheck","TOTAL CHECKING","",""
"2/23/2017","Google Payroll Ppd","GOOGLE INC       PAYROLLPPD ID: J770493581","750.00","credit","Paycheck","TOTAL CHECKING","",""
"2/22/2017","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","2000.00","credit","Transfer","Day to Day","",""
"2/22/2017","The New Yorker","HMD* The New Yorker 800-825-2510DE          02/22","6.00","debit","Food & Dining","Day to Day","",""
"2/22/2017","Trader Joe's","TRADER JOE'S #186 BERKELEY CA932322  02/22","4.03","debit","Groceries","Day to Day","",""
"2/21/2017","ATM Cash Deposit","ATM CASH DEPOSIT 02/18 1188 EL CAMINO REAL BURLINGAME CA","300.00","credit","Income","Day to Day","",""
"2/21/2017","Safeway","SAFEWAY STORE     2878 MILLBRAECA   758009  02/19","17.34","debit","Groceries","Day to Day","",""
"2/21/2017","Berkeley Bowl M","BERKELEY BOWL M BERKELEY CA02/21","19.43","debit","Groceries","Day to Day","",""
"2/21/2017","Safeway","SAFEWAY STORE     2878 MILLBRAECA           02/18 Purchase $29.","49.11","debit","Groceries","Day to Day","",""
"2/21/2017","Microsoft","DRI*MICROSOFT HUP http://supporMN           02/20","9.95","debit","Electronics & Software","Day to Day","",""
"2/21/2017","Philz Coffee","SQ *PHILZ COFFEE Burlingame CA02/19","8.00","debit","Coffee Shops","TOTAL CHECKING","",""
"2/21/2017","Trader Joe's","TRADER JOE'S #245 SAN MATEO CA277226  02/20","14.29","debit","Groceries","TOTAL CHECKING","",""
"2/21/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  918299  02/20","8.37","debit","Groceries","TOTAL CHECKING","",""
"2/21/2017","Marshalls","MARSHALLS 2240 BRIDGEP SAN MATEOCA          02/19","7.61","debit","Clothing","TOTAL CHECKING","",""
"2/21/2017","Target","TARGET T- 2220 Bridgep San MateoCA          02/19","15.03","debit","Shopping","TOTAL CHECKING","",""
"2/17/2017","Berkeley Bowl M","BERKELEY BOWL M BERKELEY CA02/17","26.57","debit","Groceries","Day to Day","",""
"2/16/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  652298  02/16","9.71","debit","Groceries","TOTAL CHECKING","",""
"2/15/2017","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1280.46","credit","Paycheck","Day to Day","",""
"2/15/2017","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","396.49","credit","Paycheck","Day to Day","",""
"2/15/2017","Berkeley Bowl M","BERKELEY BOWL M BERKELEY CA02/15","10.57","debit","Groceries","Day to Day","",""
"2/15/2017","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","750.00","credit","Paycheck","TOTAL CHECKING","",""
"2/15/2017","Comcast","COMCAST CALIFORN CS 1 800-266-2278 CA        02/15","113.43","debit","Television","TOTAL CHECKING","",""
"2/14/2017","El Metate","ELMETATE SAN FRANCISCO CA02/12","21.25","debit","Restaurants","Day to Day","",""
"2/14/2017","Spotify","Spotify USA 646-8375380 NY02/13","9.99","debit","Music","Day to Day","",""
"2/13/2017","Berkeley Bowl M","BERKELEY BOWL M BERKELEY CA02/13","24.06","debit","Groceries","Day to Day","",""
"2/13/2017","Mr Mrs Miscellan","MR. & MRS. MISCELLAN SAN FRANCISCO CA        02/10","6.50","debit","Food & Dining","Day to Day","",""
"2/13/2017","Honda","FREEMONT HONDA KAWASAK FREMONT CA            02/11","16.38","debit","Auto Payment","Day to Day","",""
"2/13/2017","Kebab Shop","SQ *THE KEBAB SHOP Fremont CA02/11","30.97","debit","Fast Food","TOTAL CHECKING","",""
"2/13/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  616743  02/11","10.29","debit","Groceries","TOTAL CHECKING","",""
"2/13/2017","Target","TARGET T- 43950 Pacifi Fremont CA            02/11","10.77","debit","Shopping","TOTAL CHECKING","",""
"2/10/2017","Trader Joe's","TRADER JOE'S # 170 MILLBRAE CA479131  02/10","10.73","debit","Groceries","TOTAL CHECKING","",""
"2/10/2017","Safeway","SAFEWAY STORE     2878 MILLBRAECA   358869  02/10","15.32","debit","Groceries","TOTAL CHECKING","",""
"2/09/2017","Google Payroll Ppd","GOOGLE INC       PAYROLLPPD ID: J770493581","750.00","credit","Paycheck","TOTAL CHECKING","",""
"2/08/2017","Caffe Roma","CAFFE ROMA MILLBRAE CA02/08","3.65","debit","Restaurants","Day to Day","",""
"2/08/2017","Berkeley Bowl M","BERKELEY BOWL M BERKELEY CA02/08","12.62","debit","Groceries","Day to Day","",""
"2/06/2017","Safeway","SAFEWAY STORE     2878 MILLBRAECA   661143  02/04","35.37","debit","Groceries","Day to Day","",""
"2/06/2017","Trader Joe's","TRADER JOE'S # 170 MILLBRAE CA710125  02/04","4.48","debit","Groceries","Day to Day","",""
"2/06/2017","Joy Sushi","JOY SUSHI SAN MATEO CA02/03","41.00","debit","Restaurants","TOTAL CHECKING","",""
"2/06/2017","Trader Joe's","TRADER JOE'S # 170 MILLBRAE CA173927  02/06","12.79","debit","Groceries","TOTAL CHECKING","",""
"2/03/2017","Berkeley Ironworks","BERKELEY IRONWORKS BERKELEY CA02/01","81.50","debit","Amusement","Day to Day","",""
"2/03/2017","Check 101","CHECK 109","2295.00","debit","Mortgage & Rent","TOTAL CHECKING","",""
"2/02/2017","Recreation.gov","RECREATION.GOV 888-448-1474 NY02/01","6.00","debit","Travel","Day to Day","",""
"2/02/2017","Chase Autopay Ppd","CHASE            AUTOPAYPPD ID: 4760039224","3348.85","debit","Credit Card Payment","Day to Day","",""
"2/02/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  638683  02/02","32.32","debit","Groceries","TOTAL CHECKING","",""
"2/02/2017","Pacific Gas & Electric","PGANDE           WEB ONLINE 66299534020117  WEB ID: 5940742640","29.50","debit","Utilities","TOTAL CHECKING","",""
"2/01/2017","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","500.00","debit","Transfer","Day to Day","",""
"2/01/2017","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"2/01/2017","Berkeley Bowl M","BERKELEY BOWL M BERKELEY CA02/01","37.39","debit","Groceries","Day to Day","",""
"1/31/2017","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1427.25","credit","Paycheck","Day to Day","",""
"1/31/2017","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"1/31/2017","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","750.00","credit","Paycheck","TOTAL CHECKING","",""
"1/26/2017","Google Payroll Ppd","GOOGLE INC       PAYROLLPPD ID: J770493581","750.00","credit","Paycheck","TOTAL CHECKING","",""
"1/23/2017","AES","AES              STDNT LOAN 3660282613PA    WEB ID: E231693362","400.00","debit","Student Loan","Day to Day","",""
"1/23/2017","Check 108","CHECK 108","159.46","debit","Utilities","TOTAL CHECKING","",""
"1/19/2017","Google Payroll Ppd","GOOGLE INC       PAYROLLPPD ID: J770493581","750.00","credit","Paycheck","TOTAL CHECKING","",""
"1/18/2017","Taste In","TASTE IN BURLINGAME CA01/16","29.34","debit","Restaurants","TOTAL CHECKING","",""
"1/17/2017","Venmo","VENMO            PAYMENT    389373014       WEB ID: 3264681992","91.00","debit","Transfer","Day to Day","",""
"1/17/2017","Spotify","Spotify USA 646-8375380 NY01/13","9.99","debit","Music","Day to Day","",""
"1/17/2017","Philz Coffee","SQ *PHILZ COFFEE San Mateo CA01/14","3.50","debit","Coffee Shops","Day to Day","",""
"1/17/2017","City Sm Pw","CITY OF SM PW PARKING M SAN MATEO CA         01/14","0.75","debit","Parking","TOTAL CHECKING","",""
"1/17/2017","Restaurant Bay Watch","SQ *RESTAURANT BAY WATC San Mateo CA         01/14","25.00","debit","Restaurants","TOTAL CHECKING","",""
"1/17/2017","Target T Bridgep","TARGET T- 2220 Bridgep San MateoCA          01/16","12.04","credit","Income","TOTAL CHECKING","",""
"1/17/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  944979  01/16","15.98","debit","Groceries","TOTAL CHECKING","",""
"1/17/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  503658  01/14","2.74","debit","Groceries","TOTAL CHECKING","",""
"1/17/2017","Target","TARGET T- 2220 Bridgep San MateoCA          01/16","21.13","debit","Shopping","TOTAL CHECKING","",""
"1/13/2017","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1133.64","credit","Paycheck","Day to Day","",""
"1/13/2017","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","750.00","credit","Paycheck","TOTAL CHECKING","",""
"1/12/2017","Fastrak","FASTRAK CSC 415-486-8655 CA01/11","110.00","debit","Auto & Transport","Day to Day","",""
"1/12/2017","Google Payroll Ppd","GOOGLE INC       PAYROLLPPD ID: J770493581","750.00","credit","Paycheck","TOTAL CHECKING","",""
"1/12/2017","Google Payroll Ppd","GOOGLE INC       PAYROLLPPD ID: J770493581","750.00","credit","Paycheck","TOTAL CHECKING","",""
"1/12/2017","Google Payroll Ppd","GOOGLE INC       PAYROLLPPD ID: J770493581","88.78","credit","Paycheck","TOTAL CHECKING","",""
"1/12/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        01/12","51.90","debit","Shopping","TOTAL CHECKING","",""
"1/11/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  634283  01/11","2.59","debit","Groceries","Day to Day","",""
"1/10/2017","Macys Online Web","MACYS            ONLINE PMT 122220273218475 WEB ID: CITICTP","57.93","debit","Credit Card Payment","Day to Day","",""
"1/10/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  551278  01/10","3.23","debit","Groceries","TOTAL CHECKING","",""
"1/10/2017","Le Croissant","LE CROISSANT CAFE BURLINGAME CA01/08","18.00","debit","Coffee Shops","TOTAL CHECKING","",""
"1/10/2017","Trader Joe's","TRADER JOE'S # 170 MILLBRAE CA863651  01/10","14.95","debit","Groceries","TOTAL CHECKING","",""
"1/09/2017","Black Diamond Cafe LLC","BLACK DIAMOND CAFE EMERYVILLE CA01/06","8.69","debit","Restaurants","Day to Day","",""
"1/09/2017","Joy Sushi","JOY SUSHI SAN MATEO CA01/06","34.00","debit","Restaurants","TOTAL CHECKING","",""
"1/09/2017","Antoine Cookie Sh","SQ *ANTOINE'S COOKIE SH San Mateo CA         01/06","2.80","debit","Food & Dining","TOTAL CHECKING","",""
"1/09/2017","Safeway","SAFEWAY STORE     2878 MILLBRAECA   698537  01/08","30.41","debit","Groceries","TOTAL CHECKING","",""
"1/09/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  104654  01/09","12.50","debit","Groceries","TOTAL CHECKING","",""
"1/09/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  751721  01/07","26.45","debit","Groceries","TOTAL CHECKING","",""
"1/09/2017","Target","TARGET T- 2220 Bridgep San MateoCA          01/08","50.40","debit","Shopping","TOTAL CHECKING","",""
"1/06/2017","Hong Du 76","76 - HONG DU 76","43.22","debit","Gas & Fuel","CREDIT CARD","",""
"1/06/2017","Venmo","VENMO            PAYMENT    381735876       WEB ID: 3264681992","210.00","debit","Transfer","Day to Day","",""
"1/06/2017","Panera Bread","PANERA BREAD #204473 650-692-3100 CA         01/06","10.88","debit","Fast Food","TOTAL CHECKING","",""
"1/04/2017","Foreign Transaction Fee","FOREIGN TRANSACTION FEE","10.50","debit","Service Fee","CREDIT CARD","",""
"1/04/2017","Datacamp","DATACAMP INC.","150.00","debit","Education","CREDIT CARD","",""
"1/04/2017","Dive","DIVE.IS - Iceland","350.00","debit","Restaurants","CREDIT CARD","",""
"1/04/2017","E Trade Ach","E*TRADE          ACH TRNSFRPPD ID: 1391321258","200.00","debit","Transfer","Day to Day","",""
"1/04/2017","Trader Joe's","TRADER JOE'S #170  QPS MILLBRAECA           01/03","12.86","debit","Groceries","TOTAL CHECKING","",""
"1/04/2017","Check 101","CHECK 107","2295.00","debit","Mortgage & Rent","TOTAL CHECKING","",""
"1/04/2017","Pacific Gas & Electric","PGANDE           WEB ONLINE 64504911010317  WEB ID: 5940742640","25.18","debit","Utilities","TOTAL CHECKING","",""
"1/03/2017","Blue Car Rental","BLUE Car Rental","1240.92","debit","Rental Car & Taxi","CREDIT CARD","",""
"1/03/2017","Foreign Transaction Fee","FOREIGN TRANSACTION FEE","37.22","debit","Service Fee","CREDIT CARD","",""
"1/03/2017","Berkeley Ironworks","BERKELEY IRONWORKS BERKELEY CA01/01","79.00","debit","Amusement","Day to Day","",""
"1/03/2017","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","1545.18","debit","Credit Card Payment","Day to Day","",""
"1/03/2017","Philz Coffee","SQ *PHILZ COFFEE Burlingame CA01/01","9.00","debit","Coffee Shops","TOTAL CHECKING","",""
"1/03/2017","Cafe Primrose","CAFE ON PRIMROSE BURLINGAME CA01/01","32.00","debit","Restaurants","TOTAL CHECKING","",""
"1/03/2017","Whole Foods","WHOLEFDS SMT 101 3200 SAN MATEOCA   330109  12/31","20.28","debit","Groceries","TOTAL CHECKING","",""
"1/03/2017","Panera Bread","PANERA BREAD #4473 SANJOSE CA12/31","21.76","debit","Fast Food","TOTAL CHECKING","",""
"1/03/2017","Lunardi Mkt Burlingame","LUNARDI'S MKT #8 1825 BURLINGAMECA  934679  01/03","3.36","debit","Groceries","TOTAL CHECKING","",""
"1/03/2017","Safeway","SAFEWAY STORE     2878 MILLBRAECA   976745  01/01","32.88","debit","Groceries","TOTAL CHECKING","",""
"1/03/2017","Comcast","COMCAST CALIFORN CS 1 800-266-2278 CA        01/03","111.61","debit","Television","TOTAL CHECKING","",""
"1/01/2017","Expedia","EXPEDIA7233286016391","74.50","debit","Travel","CREDIT CARD","",""
"1/01/2017","Transfer from Day to Day","AUTOMATIC PAYMENT - THANK","1545.18","credit","Credit Card Payment","CREDIT CARD","",""
"12/30/2016","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","1364.25","credit","Paycheck","Day to Day","",""
"12/30/2016","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"12/30/2016","Amyris Biotechno Direct","AMYRIS BIOTECHNO DIRECT DEPPPD ID: 9111111101","750.00","credit","Paycheck","TOTAL CHECKING","",""
"12/29/2016","Chevron","CHEVRON 0207903","40.37","debit","Gas & Fuel","CREDIT CARD","",""
"12/29/2016","Black Sheep Coffee","BLACK SHEEP COFFEE ROA BISHOP CA12/28","16.47","debit","Coffee Shops","Day to Day","",""
"12/29/2016","Arco","Arco 83425 WEST SACRAMEN CA12/29","35.04","debit","Gas & Fuel","Day to Day","",""
"12/29/2016","Eastside Sports Bishop","EASTSIDE SPORTS BISHOP CA12/26","17.77","debit","Alcohol & Bars","Day to Day","",""
"12/29/2016","Rubber Room","THE RUBBER ROOM BISHOP CA12/27","64.00","debit","Clothing","Day to Day","",""
